,state,county,area_sqmi,epl_pov,epl_unemp,epl_pci,epl_nohsdp,spl_theme1,rpl_theme1,epl_age65,epl_age17,epl_disabl,epl_sngpnt,spl_theme2,rpl_theme2,epl_minrty,epl_limeng,spl_theme3,rpl_theme3,epl_munit,epl_mobile,epl_crowd,epl_noveh,epl_groupq,spl_theme4,rpl_theme4,spl_themes,rpl_themes,f_pov,f_unemp,f_pci,f_nohsdp,f_theme1,f_age65,f_age17,f_disabl,f_sngpnt,f_theme2,f_minrty,f_limeng,f_theme3,f_munit,f_mobile,f_crowd,f_noveh,f_groupq,f_theme4,f_total
1806,NEW MEXICO,Harding,2125.4772729,0.7178,0.6032,0.1596,0.4925,1.9731,0.5016,0.999,0.0191,0.9331,0.0146,1.9658,0.4588,0.7854,0.1477,0.9331,0.4753,0.0388,0.8373,0.1223,0.7956,0.0,1.794,0.1837,6.666,0.3615,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,2
1807,NEW MEXICO,Hidalgo,3438.4853049,0.9567,0.9054,0.8949,0.8714,3.6284,0.9564,0.7599,0.5715,0.8886,0.1706,2.3906,0.7908,0.9236,0.9,1.8236,0.9468,0.5571,0.9764,0.4056,0.5441,0.5769,3.0601,0.7876,10.9027,0.9631,1,1,0,0,2,0,0,0,0,0,1,1,2,0,1,0,0,0,1,5
1808,NEW MEXICO,Lea,4391.4662883,0.6258,0.6545,0.5955,0.971,2.8468,0.7631,0.0366,0.9733,0.1706,0.9319,2.1124,0.5852,0.9443,0.9456,1.8899,0.9707,0.7348,0.7749,0.9382,0.3012,0.7335,3.4826,0.9382,10.3317,0.9217,0,0,0,1,1,0,1,0,1,2,1,1,2,0,0,1,0,0,1,6
1809,NEW MEXICO,Lincoln,4831.1128816,0.5962,0.2924,0.4799,0.2305,1.599,0.385,0.9653,0.107,0.7434,0.0544,1.8701,0.3865,0.7752,0.8819,1.6571,0.8812,0.4947,0.767,0.6622,0.1108,0.1525,2.1872,0.3301,7.3134,0.4796,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1810,NEW MEXICO,Los Alamos,109.2000792,0.0146,0.1822,0.0022,0.0022,0.2012,0.0067,0.419,0.545,0.0423,0.0665,1.0728,0.0532,0.6686,0.4642,1.1328,0.5899,0.8701,0.1391,0.0567,0.1859,0.0541,1.3059,0.057,3.7127,0.0248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1811,NEW MEXICO,Luna,2965.2420379,0.972,0.9694,0.9806,0.9885,3.9105,0.9949,0.731,0.8965,0.859,0.3123,2.7988,0.9497,0.9659,0.9863,1.9522,0.9895,0.7886,0.9698,0.6049,0.9198,0.4126,3.6957,0.9768,12.3572,0.999,1,1,1,1,4,0,0,0,0,0,1,1,2,0,1,0,1,0,2,8
1812,NEW MEXICO,McKinley,5450.6765277,0.9904,0.9898,0.9889,0.9465,3.9156,0.9955,0.0481,0.965,0.6074,0.9694,2.5899,0.8816,0.9965,0.8494,1.8459,0.9538,0.2216,0.8535,0.9952,0.9405,0.1525,3.1633,0.8338,11.5147,0.9889,1,1,1,1,4,0,1,0,1,2,1,0,1,0,0,1,1,0,2,9
1813,NEW MEXICO,Mora,1926.2485142,0.7592,0.779,0.965,0.2232,2.7264,0.7318,0.9249,0.1188,0.9898,0.0735,2.107,0.5794,0.9869,0.873,1.8599,0.9596,0.0,0.9637,0.809,0.6829,0.0255,2.4811,0.4785,9.1744,0.7959,0,0,1,0,1,1,0,1,0,2,1,0,1,0,1,0,0,0,1,5
1814,NEW MEXICO,Otero,6612.5592122,0.828,0.8341,0.7697,0.7227,3.1545,0.849,0.3566,0.6581,0.6164,0.4126,2.0437,0.5224,0.8835,0.9347,1.8182,0.943,0.3391,0.9169,0.5801,0.5626,0.8262,3.2249,0.8618,10.2413,0.914,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,2
1815,NEW MEXICO,Quay,2873.8862807,0.8541,0.6032,0.9443,0.7491,3.1507,0.8481,0.8956,0.4756,0.9156,0.7316,3.0184,0.9847,0.88,0.5791,1.4591,0.7867,0.0691,0.8816,0.0172,0.6043,0.0936,1.6658,0.1423,9.294,0.8096,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
1817,NEW MEXICO,Roosevelt,2446.0499271,0.9277,0.901,0.9108,0.8166,3.5561,0.9424,0.128,0.8017,0.6488,0.7469,2.3254,0.7472,0.8666,0.9366,1.8032,0.9405,0.0844,0.767,0.8456,0.4082,0.8456,2.9508,0.7389,10.6355,0.943,1,1,1,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4
1818,NEW MEXICO,San Juan,5517.2003263,0.8306,0.8895,0.7194,0.6928,3.1323,0.8424,0.1366,0.9296,0.4352,0.9019,2.4033,0.7975,0.9354,0.7848,1.7202,0.9109,0.4171,0.9554,0.9557,0.4225,0.3018,3.0525,0.7857,10.3083,0.9194,0,0,0,0,0,0,1,0,1,2,1,0,1,0,1,1,0,0,2,5
1819,NEW MEXICO,San Miguel,4721.5124984,0.9529,0.6545,0.8943,0.8039,3.3056,0.8857,0.6578,0.2353,0.9917,0.9319,2.8167,0.9542,0.9857,0.9516,1.9373,0.9838,0.2579,0.9726,0.4817,0.8201,0.8408,3.3731,0.9128,11.4327,0.9863,1,0,0,0,1,0,0,1,1,2,1,1,2,0,1,0,0,0,1,6
1820,NEW MEXICO,Sandoval,3710.1088684,0.4653,0.8051,0.4041,0.3709,2.0454,0.5264,0.3298,0.7122,0.2725,0.5234,1.8379,0.361,0.9077,0.7326,1.6403,0.8749,0.4575,0.4206,0.7622,0.0853,0.0729,1.7985,0.1847,7.3221,0.4818,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1821,NEW MEXICO,Santa Fe,1910.0959232,0.3643,0.3299,0.0653,0.4276,1.1871,0.2611,0.8198,0.1242,0.2483,0.5775,1.7698,0.3107,0.9147,0.9255,1.8402,0.9513,0.7724,0.6164,0.7434,0.1573,0.4995,2.789,0.6552,7.5861,0.5255,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,2
1822,NEW MEXICO,Sierra,4181.1944561,0.9169,0.9561,0.5634,0.6714,3.1078,0.8338,0.9959,0.0296,0.9803,0.7994,2.8052,0.9516,0.7443,0.717,1.4613,0.7883,0.6017,0.9898,0.155,0.5626,0.5619,2.871,0.6975,10.2453,0.9146,1,1,0,0,2,1,0,1,0,2,0,0,0,0,1,0,0,0,1,5
1823,NEW MEXICO,Socorro,6646.3836362,0.965,0.3634,0.9707,0.8752,3.1743,0.8548,0.5441,0.6049,0.9841,0.2069,2.34,0.7584,0.95,0.8943,1.8443,0.9529,0.6145,0.979,0.5801,0.8746,0.6819,3.7301,0.9803,11.0887,0.9745,1,0,1,0,2,0,0,1,0,1,1,0,1,0,1,0,0,0,1,5
1824,NEW MEXICO,Taos,2202.3719012,0.7624,0.8611,0.6889,0.4164,2.7288,0.7331,0.8988,0.1025,0.781,0.6702,2.4525,0.8243,0.9472,0.7631,1.7103,0.9074,0.4575,0.7612,0.518,0.5906,0.4728,2.8001,0.6606,9.6917,0.8586,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1825,NEW MEXICO,Torrance,3345.2164706,0.9296,0.449,0.9045,0.6129,2.896,0.7783,0.6113,0.3327,0.6358,0.1337,1.7135,0.2741,0.8733,0.7631,1.6364,0.8736,0.0,0.9914,0.7434,0.1971,0.6686,2.6005,0.5486,8.8464,0.749,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
1826,NEW MEXICO,Union,3825.0608918,0.4513,0.0306,0.6624,0.8475,1.9918,0.5096,0.6323,0.1289,0.8634,0.5597,2.1843,0.6415,0.8736,0.8857,1.7593,0.9249,0.0,0.6396,0.078,0.8284,0.9717,2.5177,0.5014,8.4531,0.6793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1827,NEW MEXICO,Valencia,1066.7435354,0.7685,0.8611,0.8048,0.7424,3.1768,0.8554,0.3451,0.7122,0.7905,0.7198,2.5676,0.8749,0.9564,0.8494,1.8058,0.9411,0.2798,0.9268,0.7622,0.1328,0.4995,2.6011,0.5492,10.1513,0.9041,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,2
1828,NEW YORK,Albany,522.8287453,0.3127,0.3838,0.0704,0.1442,0.9111,0.1745,0.2983,0.1188,0.1302,0.49,1.0373,0.0478,0.6603,0.7491,1.4094,0.7564,0.9134,0.0544,0.155,0.9755,0.837,2.9353,0.7297,6.2931,0.3041,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2
1829,NEW YORK,Allegany,1029.3593888,0.6494,0.6032,0.7296,0.3477,2.3299,0.614,0.4893,0.255,0.5517,0.6234,1.9194,0.4215,0.1585,0.3582,0.5167,0.2397,0.4037,0.6896,0.2604,0.8631,0.9366,3.1534,0.829,7.9194,0.5818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1830,NEW YORK,Bronx,42.0499611,0.965,0.9487,0.8666,0.9748,3.7551,0.9739,0.0675,0.8329,0.4352,0.9949,2.3305,0.7517,0.9955,0.9933,1.9888,0.9968,0.9997,0.0022,0.993,0.999,0.6562,3.6501,0.9704,11.7245,0.9927,1,1,0,1,3,0,0,0,1,1,1,1,2,1,0,1,1,0,3,9
1831,NEW YORK,Broome,705.8157329,0.6494,0.6831,0.3911,0.3069,2.0305,0.5217,0.5215,0.1773,0.51,0.5412,1.75,0.2951,0.5014,0.6718,1.1732,0.6116,0.8351,0.205,0.3359,0.9573,0.8227,3.156,0.8303,8.1097,0.6166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
1832,NEW YORK,Cattaraugus,1308.3517442,0.6194,0.6376,0.6115,0.4562,2.3247,0.6111,0.5113,0.504,0.5365,0.6832,2.235,0.6835,0.3247,0.5113,0.836,0.4117,0.5931,0.6014,0.4817,0.9405,0.7103,3.327,0.8968,8.7227,0.7283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
1833,NEW YORK,Cayuga,691.5822367,0.2943,0.4876,0.3035,0.5113,1.5967,0.3834,0.4715,0.2254,0.4352,0.8548,1.9869,0.4731,0.3362,0.3582,0.6944,0.3327,0.7673,0.4788,0.155,0.9261,0.8348,3.162,0.8329,7.44,0.5025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
1834,NEW YORK,Chautauqua,1060.2236757,0.7366,0.7232,0.6,0.4276,2.4874,0.6602,0.5928,0.2748,0.5005,0.6972,2.0653,0.5466,0.4104,0.6718,1.0822,0.5584,0.6819,0.3216,0.3359,0.9405,0.7905,3.0704,0.7921,8.7053,0.7248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
1835,NEW YORK,Chemung,407.3515842,0.5006,0.4166,0.3634,0.3209,1.6015,0.3866,0.4817,0.418,0.4906,0.83,2.2203,0.6737,0.4394,0.227,0.6664,0.3158,0.7348,0.2518,0.0981,0.9379,0.8309,2.8535,0.6899,7.3417,0.485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
1836,NEW YORK,Chenango,893.5921132,0.4653,0.5344,0.4656,0.4756,1.9409,0.4901,0.6578,0.3216,0.7864,0.6399,2.4057,0.7985,0.1366,0.3582,0.4948,0.2305,0.4677,0.7997,0.6313,0.7867,0.3018,2.9872,0.7571,7.8286,0.5646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1837,NEW YORK,Clinton,1037.7539347,0.536,0.3838,0.4602,0.4989,1.8789,0.4736,0.2811,0.0847,0.5365,0.6702,1.5725,0.2006,0.3461,0.4642,0.8103,0.3983,0.7348,0.5985,0.2203,0.8746,0.9258,3.354,0.9061,7.6157,0.5312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1838,NEW YORK,Columbia,634.6631714,0.3061,0.3981,0.0815,0.3114,1.0971,0.2322,0.8332,0.0847,0.5365,0.4126,1.867,0.383,0.4333,0.6718,1.1051,0.5727,0.5931,0.376,0.2964,0.7112,0.7635,2.7402,0.632,6.8094,0.3854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1839,NEW YORK,Cortland,498.7726555,0.5471,0.3299,0.4459,0.2913,1.6142,0.3908,0.2665,0.1853,0.2649,0.6234,1.3401,0.1076,0.2518,0.297,0.5488,0.2601,0.7348,0.3477,0.2964,0.8147,0.8848,3.0784,0.7969,6.5815,0.3452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1840,NEW YORK,Delaware,1442.4196833,0.5962,0.4303,0.471,0.4756,1.9731,0.5016,0.8711,0.0605,0.5756,0.5053,2.0125,0.4954,0.2668,0.6087,0.8755,0.4374,0.4037,0.5957,0.7065,0.8147,0.8131,3.3337,0.8991,8.1948,0.6331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1841,NEW YORK,Dutchess,795.6470424,0.1341,0.5669,0.057,0.3069,1.0649,0.2245,0.3451,0.1691,0.2649,0.2665,1.0456,0.0506,0.6711,0.774,1.4451,0.7771,0.8313,0.1324,0.8198,0.8026,0.8574,3.4435,0.9293,6.9991,0.4207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1842,NEW YORK,Erie,1042.7237385,0.4799,0.3838,0.1627,0.2362,1.2626,0.2806,0.4091,0.2642,0.2725,0.653,1.5988,0.2149,0.6246,0.7326,1.3572,0.723,0.8313,0.0544,0.2203,0.972,0.6686,2.7466,0.6355,6.9652,0.414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
1843,NEW YORK,Essex,1794.1172411,0.1551,0.5481,0.242,0.2607,1.2059,0.2659,0.8198,0.0487,0.6164,0.5234,2.0083,0.4925,0.2716,0.4187,0.6903,0.3305,0.4677,0.34,0.4056,0.8026,0.8937,2.9096,0.7151,6.8141,0.3869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1844,NEW YORK,Franklin,1629.2128112,0.7131,0.7481,0.5564,0.561,2.5786,0.6873,0.2811,0.1853,0.4906,0.8752,1.8322,0.3556,0.5374,0.3582,0.8956,0.447,0.4677,0.5145,0.4817,0.8892,0.9491,3.3022,0.8908,8.6086,0.7073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1845,NEW YORK,Fulton,495.4594745,0.5471,0.6032,0.4548,0.5269,2.132,0.5494,0.5521,0.255,0.547,0.8752,2.2293,0.6791,0.2337,0.3582,0.5919,0.2786,0.4677,0.4788,0.1223,0.8746,0.5409,2.4843,0.4801,7.4375,0.501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1846,NEW YORK,Genesee,492.9365296,0.2704,0.3634,0.2809,0.1907,1.1054,0.2366,0.4893,0.2642,0.4543,0.433,1.6408,0.2359,0.3247,0.3582,0.6829,0.3247,0.6017,0.3174,0.078,0.8026,0.2582,2.0579,0.2773,5.487,0.1879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1847,NEW YORK,Greene,647.1611966,0.3962,0.3487,0.4245,0.539,1.7084,0.4197,0.7599,0.0513,0.3419,0.0777,1.2308,0.0755,0.4645,0.5492,1.0137,0.517,0.5571,0.3311,0.4056,0.8571,0.8704,3.0213,0.7727,6.9742,0.4159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1848,NEW YORK,Hamilton,1717.3748199,0.0462,0.8341,0.5255,0.7552,2.161,0.5589,0.9748,0.0086,0.9742,0.0544,2.012,0.4944,0.0984,0.717,0.8154,0.4024,0.0551,0.4626,0.4056,0.2846,0.6428,1.8507,0.2028,6.8391,0.3898,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,2
1849,NEW YORK,Herkimer,1411.5145642,0.486,0.7583,0.5083,0.3559,2.1085,0.5433,0.6492,0.3091,0.5221,0.5597,2.0401,0.5193,0.1506,0.4187,0.5693,0.2693,0.6476,0.4425,0.4056,0.9074,0.4995,2.9026,0.7106,7.6205,0.5322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
1850,NEW YORK,Jefferson,1268.6950599,0.4583,0.6697,0.5277,0.2607,1.9164,0.4834,0.0952,0.766,0.3763,0.7771,2.0146,0.4967,0.5355,0.4187,0.9542,0.4868,0.7507,0.5648,0.4056,0.8529,0.8348,3.4088,0.9207,8.294,0.6484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1851,NEW YORK,Kings,69.3714579,0.8252,0.7347,0.1736,0.7883,2.5218,0.6736,0.1121,0.6049,0.0755,0.7198,1.5123,0.1738,0.943,0.9847,1.9277,0.9799,0.9981,0.0022,0.9889,0.9981,0.3792,3.3665,0.9096,9.3283,0.8153,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,1,0,3,5
1852,NEW YORK,Lewis,1274.6412809,0.4513,0.7232,0.5057,0.3626,2.0428,0.5258,0.419,0.6176,0.4075,0.49,1.9341,0.4327,0.0745,0.3582,0.4327,0.1948,0.2579,0.5762,0.2604,0.4082,0.3018,1.8045,0.1875,6.2141,0.2911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1853,NEW YORK,Livingston,631.7619523,0.4169,0.2745,0.4382,0.3709,1.5005,0.3503,0.3664,0.0895,0.2576,0.5234,1.2369,0.0761,0.3165,0.3582,0.6747,0.3203,0.624,0.4858,0.3359,0.7685,0.9331,3.1473,0.8278,6.5594,0.3424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1854,NEW YORK,Madison,654.8643423,0.1812,0.3634,0.3105,0.2499,1.105,0.236,0.3897,0.1773,0.2356,0.3435,1.1461,0.0611,0.2235,0.227,0.4505,0.2057,0.5686,0.4467,0.1888,0.4846,0.8797,2.5684,0.531,5.27,0.1666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1855,NEW YORK,Monroe,656.8723392,0.4936,0.5669,0.1557,0.3209,1.5371,0.3621,0.32,0.3327,0.3091,0.7771,1.7389,0.2884,0.6851,0.8112,1.4963,0.8039,0.8774,0.0271,0.2203,0.9405,0.7262,2.7915,0.6574,7.5638,0.5204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
1856,NEW YORK,Montgomery,403.1163456,0.7841,0.8051,0.5602,0.6129,2.7623,0.7414,0.5021,0.5578,0.581,0.8682,2.5091,0.8504,0.5342,0.7326,1.2668,0.6667,0.6017,0.3241,0.4817,0.9752,0.5244,2.9071,0.7138,9.4453,0.8306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
1857,NEW YORK,Nassau,284.5900653,0.0245,0.2924,0.0092,0.2499,0.576,0.0764,0.3989,0.418,0.0188,0.1337,0.9694,0.0392,0.7943,0.9255,1.7198,0.9105,0.8876,0.0067,0.6864,0.6829,0.3457,2.6093,0.5546,5.8745,0.243,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1858,NEW YORK,New York,22.6566576,0.6258,0.5344,0.0,0.5495,1.7097,0.4201,0.2748,0.0105,0.0796,0.1251,0.49,0.0086,0.8946,0.9717,1.8663,0.9612,1.0,0.0022,0.9478,0.9997,0.7335,3.6832,0.9736,7.7492,0.551,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,3,4
1859,NEW YORK,Niagara,522.3524186,0.4054,0.4691,0.2627,0.2499,1.3871,0.3201,0.5021,0.2353,0.3419,0.653,1.7323,0.2846,0.4562,0.4642,0.9204,0.4655,0.7631,0.1442,0.1888,0.8841,0.4728,2.453,0.4645,6.4928,0.3318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1860,NEW YORK,Oneida,1212.3301613,0.5889,0.5006,0.3382,0.4473,1.875,0.472,0.4893,0.3505,0.425,0.8077,2.0725,0.554,0.5279,0.8192,1.3471,0.7179,0.7886,0.2846,0.4056,0.9379,0.8262,3.2429,0.8679,8.5375,0.6946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
1861,NEW YORK,Onondaga,778.3863899,0.486,0.5854,0.1471,0.2913,1.5098,0.3532,0.3098,0.3862,0.2257,0.7771,1.6988,0.2662,0.6049,0.7326,1.3375,0.7128,0.9201,0.0357,0.3359,0.9573,0.7689,3.0179,0.7708,7.564,0.5207,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2
1862,NEW YORK,Ontario,644.0440921,0.1634,0.2611,0.0873,0.1,0.6118,0.0876,0.5718,0.2748,0.2162,0.4712,1.534,0.1815,0.3461,0.5791,0.9252,0.4699,0.8026,0.3477,0.155,0.7224,0.7103,2.738,0.6301,5.809,0.2315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1863,NEW YORK,Orange,812.3206777,0.3,0.3981,0.1287,0.3709,1.1977,0.2646,0.1191,0.8714,0.1767,0.4126,1.5798,0.2044,0.7472,0.9,1.6472,0.8777,0.8494,0.0926,0.8551,0.8841,0.6562,3.3374,0.9004,7.7621,0.5538,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1864,NEW YORK,Orleans,391.2629648,0.4653,0.449,0.5723,0.5438,2.0304,0.5213,0.3763,0.1996,0.6164,0.8077,2.0,0.4852,0.4358,0.5791,1.0149,0.5177,0.4801,0.4788,0.5801,0.7867,0.8848,3.2105,0.8539,8.2558,0.643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1865,NEW YORK,Oswego,951.6440659,0.6997,0.8232,0.4287,0.5056,2.4572,0.6541,0.2359,0.3629,0.4804,0.8918,1.971,0.4623,0.1748,0.227,0.4018,0.1751,0.6017,0.6558,0.6313,0.8201,0.7635,3.4724,0.9354,8.3024,0.6497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1866,NEW YORK,Otsego,1001.7270142,0.5401,0.6545,0.3955,0.2499,1.84,0.4596,0.6851,0.035,0.3419,0.2665,1.3285,0.1025,0.3021,0.4187,0.7208,0.3457,0.4037,0.5425,0.4056,0.8453,0.9214,3.1185,0.8153,7.0078,0.4236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1867,NEW YORK,Putnam,230.3199083,0.0146,0.4691,0.0137,0.1223,0.6197,0.0895,0.3098,0.2642,0.0755,0.0611,0.7106,0.0185,0.5696,0.8274,1.397,0.7507,0.5788,0.0318,0.2203,0.3381,0.6059,1.7749,0.1773,4.5022,0.0812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1868,NEW YORK,Queens,108.7782439,0.3771,0.6207,0.2417,0.7924,2.0319,0.5223,0.1974,0.2471,0.0478,0.433,0.9253,0.0344,0.9755,0.992,1.9675,0.9936,0.9959,0.0022,0.9863,0.9965,0.2184,3.1993,0.8478,8.124,0.6201,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,1,0,3,5
1869,NEW YORK,Rensselaer,652.4551601,0.3127,0.4303,0.1054,0.2232,1.0716,0.2258,0.2891,0.2089,0.3091,0.6972,1.5043,0.1691,0.5043,0.5113,1.0156,0.5183,0.8641,0.1044,0.3703,0.8984,0.7335,2.9707,0.7498,6.5622,0.343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1870,NEW YORK,Richmond,57.5186516,0.3643,0.3981,0.0898,0.4562,1.3084,0.2955,0.2502,0.4502,0.0646,0.433,1.198,0.0697,0.7854,0.9124,1.6978,0.9004,0.9058,0.0099,0.8911,0.9882,0.3018,3.0968,0.8067,7.301,0.4764,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,2,3
1871,NEW YORK,Rockland,173.4358752,0.4653,0.5006,0.0564,0.4989,1.5212,0.357,0.2359,0.9465,0.0404,0.2069,1.4297,0.1391,0.767,0.9653,1.7323,0.916,0.9118,0.0392,0.9592,0.9261,0.5244,3.3607,0.9074,8.0439,0.6038,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,3,5
1872,NEW YORK,Saratoga,809.9953352,0.0334,0.2188,0.0303,0.0659,0.3484,0.0245,0.3897,0.2846,0.1302,0.2305,1.035,0.0471,0.3266,0.3582,0.6848,0.3273,0.837,0.3639,0.1223,0.2563,0.4448,2.0243,0.2642,4.0925,0.0475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1873,NEW YORK,Schenectady,204.5795324,0.2704,0.6831,0.1975,0.3209,1.4719,0.3385,0.3368,0.3862,0.2483,0.3961,1.3674,0.1162,0.6507,0.6718,1.3225,0.7042,0.8812,0.0271,0.1888,0.9443,0.6686,2.71,0.6135,6.8718,0.3943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
1874,NEW YORK,Schoharie,621.8186486,0.3908,0.5481,0.3293,0.3792,1.6474,0.4,0.7109,0.0847,0.561,0.6972,2.0538,0.5349,0.2171,0.297,0.5141,0.2388,0.5686,0.568,0.155,0.6043,0.7905,2.6864,0.5995,6.9017,0.4013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1875,NEW YORK,Schuyler,328.3432273,0.4344,0.5006,0.4847,0.3996,1.8193,0.4532,0.6851,0.1773,0.6256,0.433,1.921,0.4228,0.1098,0.227,0.3368,0.1375,0.4448,0.7287,0.5801,0.5788,0.3018,2.6342,0.5654,6.7113,0.3691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1876,NEW YORK,Seneca,323.7093172,0.336,0.1822,0.4166,0.6383,1.5731,0.3745,0.5215,0.2162,0.6358,0.5234,1.8969,0.4034,0.3664,0.4642,0.8306,0.4091,0.4037,0.6014,0.1223,0.7956,0.9175,2.8405,0.6832,7.1411,0.449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1877,NEW YORK,St. Lawrence,2679.2677954,0.6914,0.779,0.6258,0.4397,2.5359,0.678,0.32,0.2642,0.561,0.8077,1.9529,0.4499,0.277,0.5791,0.8561,0.4244,0.6743,0.5046,0.4817,0.894,0.9421,3.4967,0.943,8.8416,0.7475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1878,NEW YORK,Steuben,1390.5481932,0.443,0.6697,0.3344,0.3477,1.7948,0.4468,0.5441,0.4323,0.5005,0.6702,2.1471,0.6132,0.2015,0.4187,0.6202,0.2948,0.5788,0.6609,0.155,0.8571,0.4448,2.6966,0.6055,7.2587,0.4691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1879,NEW YORK,Suffolk,911.7768433,0.0522,0.3634,0.028,0.3114,0.755,0.1255,0.2983,0.3999,0.0506,0.1936,0.9424,0.0369,0.7106,0.8895,1.6001,0.8545,0.7507,0.0318,0.6864,0.4225,0.4995,2.3909,0.4288,5.6884,0.2146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1880,NEW YORK,Sullivan,968.1367649,0.4936,0.8051,0.2908,0.5922,2.1817,0.5678,0.4893,0.3505,0.581,0.7771,2.1979,0.6543,0.6711,0.7848,1.4559,0.7841,0.4801,0.4499,0.6622,0.914,0.8173,3.3235,0.8962,9.159,0.7939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
